customer_id,total_product_A,total_product_B,total_purchases
C048055,6,19,5
C048056,4,22,6
C048057,8,3,4
C048058,2,21,4
C048059,23,17,6
C048060,0,6,1
C048061,6,3,2
C048062,15,6,6
C048063,3,6,2
C048064,20,3,5
C048065,18,0,5
C048066,6,8,3
C048067,12,19,6
C048068,16,11,6
C048069,21,4,4
C048070,11,0,2
C048071,5,7,2
C048072,0,5,1
C048073,16,2,6
C048074,18,5,5
C048075,30,1,5
C048076,0,2,1
C048077,14,7,5
C048078,22,0,4
C048079,2,0,2
C048080,4,10,3
C048081,6,6,5
C048082,12,2,4
C048083,1,4,2
C048084,8,1,3
C048085,1,3,2
C048086,20,16,5
C048087,0,2,1
C048088,6,0,1
C048089,9,0,2
C048090,10,8,4
C048091,4,3,3
C048092,12,5,4
C048093,6,0,2
C048094,0,5,2
C048095,11,17,5
C048096,13,0,2
C048097,0,5,2
C048098,2,0,1
C048099,9,20,6
C048100,8,0,1
C048101,0,5,1
C048102,2,9,4
C048103,13,15,6
C048104,1,9,4
C048105,0,2,1
C048106,16,6,4
C048107,7,13,4
C048108,3,0,3
C048109,6,2,2
C048110,11,2,3
C048111,0,5,1
C048112,8,8,5
C048113,27,4,6
C048114,8,14,4
C048115,8,0,1
C048116,16,5,5
C048117,7,7,2
C048118,0,8,2
C048119,6,6,3
C048120,4,6,4
C048121,8,7,2
C048122,2,4,3
C048123,2,0,1
C048124,10,14,6
C048125,1,1,2
C048126,4,13,3
C048127,11,1,3
C048128,0,7,1
C048129,8,14,4
C048130,13,0,4
C048131,12,10,5
C048132,0,6,2
C048133,0,7,1
C048134,10,8,4
C048135,14,25,6
C048136,15,5,5
C048137,20,7,5
C048138,5,3,2
C048139,4,3,4
C048140,4,0,2
C048141,5,5,3
C048142,8,2,2
C048143,24,10,6
C048144,3,20,6
C048145,22,8,6
C048146,9,0,3
C048147,7,0,1
C048148,4,0,1
C048149,5,10,3
C048150,0,14,3
C048151,0,8,1
C048152,17,21,6
C048153,11,2,3
C048154,8,9,3
C048155,0,21,3
C048156,5,7,2
C048157,4,1,3
C048158,9,13,6
C048159,27,4,6
C048160,3,0,1
C048161,2,2,2
C048162,17,9,6
C048163,12,19,6
C048164,14,6,4
C048165,19,8,6
C048166,13,16,6
C048167,7,0,1
C048168,2,0,1
C048169,9,0,2
C048170,11,16,6
C048171,14,0,3
C048172,3,4,3
C048173,3,16,5
C048174,0,11,3
C048175,13,13,4
C048176,20,6,4
C048177,0,27,5
C048178,0,5,2
C048179,7,2,3
C048180,17,3,5
C048181,0,7,1
C048182,15,0,3
C048183,9,11,5
C048184,3,9,3
C048185,10,2,3
C048186,3,16,4
C048187,0,8,1
C048188,8,0,1
C048189,0,11,2
C048190,7,3,3
C048191,0,5,1
C048192,4,11,4
C048193,18,3,5
C048194,13,9,5
C048195,11,19,6
C048196,20,14,5
C048197,18,7,6
C048198,3,0,1
C048199,14,9,6
C048200,17,7,6
C048201,0,6,1
C048202,8,3,5
C048203,13,9,4
C048204,0,1,1
C048205,9,20,5
C048206,1,14,3
C048207,12,6,3
C048208,0,9,2
C048209,3,0,2
C048210,1,0,1
C048211,8,0,3
C048212,12,8,3
C048213,0,3,1
C048214,19,5,6
C048215,2,0,1
C048216,5,0,1
C048217,20,0,4
C048218,1,8,4
C048219,5,5,3
C048220,6,3,2
C048221,2,0,1
C048222,1,17,5
C048223,6,14,3
C048224,8,1,2
C048225,0,6,1
C048226,14,8,5
C048227,4,8,3
C048228,11,0,3
C048229,7,6,4
C048230,4,0,1
C048231,8,4,4
C048232,5,16,3
C048233,15,13,6
C048234,0,7,1
C048235,0,2,1
C048236,1,0,1
C048237,12,13,6
C048238,18,5,5
C048239,7,6,4
C048240,4,22,6
C048241,10,14,4
C048242,15,0,2
C048243,11,9,4
C048244,15,7,5
C048245,0,11,3
C048246,7,0,1
C048247,0,3,1
C048248,0,7,1
C048249,6,6,2
C048250,0,7,1
C048251,7,11,4
C048252,18,9,6
C048253,4,23,5
C048254,12,8,5
C048255,8,0,1
C048256,18,8,6
C048257,22,10,5
C048258,14,18,6
C048259,7,7,3
C048260,0,8,1
C048261,8,0,1
C048262,11,5,5
C048263,10,1,6
C048264,4,8,2
C048265,0,3,1
C048266,12,4,4
C048267,11,18,5
C048268,9,0,2
C048269,15,10,5
C048270,13,0,3
C048271,14,3,4
C048272,8,6,5
C048273,9,20,6
C048274,0,9,3
C048275,1,4,2
C048276,9,15,5
C048277,2,25,5
C048278,7,11,4
C048279,1,0,1
C048280,11,6,5
C048281,12,0,2
C048282,0,2,1
C048283,0,4,1
C048284,0,7,2
C048285,1,12,4
C048286,18,6,5
C048287,11,6,5
C048288,14,12,6
C048289,0,18,4
C048290,8,23,6
C048291,15,9,6
C048292,8,9,4
C048293,0,1,1
C048294,7,14,4
C048295,0,12,2
C048296,3,0,1
C048297,5,0,1
C048298,7,2,2
C048299,12,3,5
C048300,22,2,5
C048301,4,12,4
C048302,16,8,4
C048303,16,1,4
C048304,5,0,1
C048305,1,8,3
C048306,0,13,2
C048307,2,3,2
C048308,8,8,4
C048309,0,15,3
C048310,13,3,3
C048311,3,0,1
C048312,16,7,5
C048313,4,2,4
C048314,4,5,3
C048315,14,11,5
C048316,9,20,6
C048317,1,7,2
C048318,16,10,5
C048319,2,10,4
C048320,8,6,3
C048321,6,8,5
C048322,6,4,2
C048323,13,0,3
C048324,12,20,6
C048325,10,17,5
C048326,10,9,4
C048327,2,25,6
C048328,5,0,1
C048329,10,18,5
C048330,0,1,1
C048331,4,18,4
C048332,0,2,1
C048333,7,2,2
C048334,6,0,1
C048335,7,0,1
C048336,7,16,4
C048337,19,15,6
C048338,8,14,6
C048339,7,12,4
C048340,25,5,6
C048341,11,9,4
C048342,0,14,5
C048343,7,19,6
C048344,3,22,6
C048345,4,22,6
C048346,10,13,5
C048347,6,7,3
C048348,15,11,6
C048349,2,0,1
C048350,19,11,6
C048351,19,10,6
C048352,8,7,5
C048353,5,5,6
C048354,4,4,5
C048355,17,8,5
C048356,9,2,3
C048357,0,17,3
C048358,9,0,2
C048359,0,4,1
C048360,8,4,4
C048361,2,0,1
C048362,15,0,4
C048363,8,9,3
C048364,7,2,2
C048365,7,8,3
C048366,2,5,2
C048367,9,6,4
C048368,21,4,6
C048369,8,6,4
C048370,3,4,4
C048371,16,1,4
C048372,0,2,1
C048373,3,0,1
C048374,5,19,5
C048375,4,10,4
C048376,15,14,6
C048377,36,0,6
C048378,1,2,2
C048379,7,0,2
C048380,12,9,5
C048381,30,0,5
C048382,5,2,3
C048383,7,8,2
C048384,0,1,1
C048385,0,17,3
C048386,7,6,5
C048387,1,10,3
C048388,3,0,1
C048389,0,11,2
C048390,7,6,2
C048391,0,7,2
C048392,4,8,3
C048393,0,5,1
C048394,10,17,5
C048395,0,12,3
C048396,30,0,6
C048397,9,8,5
C048398,6,9,3
C048399,5,12,3
C048400,14,6,3
C048401,2,8,2
C048402,8,0,1
C048403,22,7,5
C048404,6,11,4
C048405,0,5,1
C048406,1,15,3
C048407,7,9,4
C048408,12,3,4
C048409,2,8,2
C048410,8,3,2
C048411,5,9,4
C048412,13,0,3
C048413,0,8,2
C048414,0,4,1
C048415,0,12,3
C048416,0,11,3
C048417,7,20,6
C048418,4,6,2
C048419,0,1,1
C048420,13,4,5
C048421,7,16,3
C048422,6,5,3
C048423,9,9,4
C048424,9,5,3
C048425,20,6,6
C048426,6,0,1
C048427,0,7,1
C048428,18,11,5
C048429,8,0,2
C048430,1,9,3
C048431,6,3,2
C048432,9,15,6
C048433,10,11,6
C048434,3,33,6
C048435,4,7,2
C048436,9,14,6
C048437,6,1,2
C048438,13,19,6
C048439,3,7,3
C048440,13,22,6
C048441,6,0,2
C048442,2,21,6
C048443,8,0,2
C048444,12,1,4
C048445,22,13,6
C048446,7,10,4
C048447,10,3,3
C048448,16,4,5
C048449,15,4,3
C048450,1,11,3
C048451,11,20,6
C048452,13,12,6
C048453,5,0,1
C048454,18,0,4
C048455,2,31,6
C048456,3,8,3
C048457,24,7,5
C048458,3,19,4
C048459,4,1,3
C048460,6,2,4
C048461,9,1,3
C048462,8,17,4
C048463,7,12,6
C048464,4,21,5
C048465,6,0,2
C048466,13,1,3
C048467,3,17,6
C048468,5,0,2
C048469,6,23,5
C048470,8,8,2
C048471,6,3,2
C048472,3,14,5
C048473,2,5,2
C048474,6,16,6
C048475,2,0,1
C048476,13,8,4
C048477,6,0,1
C048478,4,12,5
C048479,0,8,2
C048480,5,0,1
C048481,9,13,5
C048482,8,18,6
C048483,6,14,4
C048484,3,2,2
C048485,4,10,3
C048486,13,14,6
C048487,2,11,4
C048488,0,5,1
C048489,0,6,1
C048490,0,35,6
C048491,12,17,6
C048492,14,4,4
C048493,5,6,2
C048494,0,12,2
C048495,30,1,6
C048496,2,5,3
C048497,12,15,5
C048498,0,5,1
C048499,10,3,4
C048500,13,7,5
C048501,13,13,5
C048502,1,24,6
C048503,12,15,5
C048504,7,6,2
C048505,9,8,4
C048506,0,4,1
C048507,8,3,5
C048508,15,1,4
C048509,5,0,1
C048510,6,32,6
C048511,2,6,3
C048512,15,11,6
C048513,4,0,2
C048514,2,0,1
C048515,0,6,1
C048516,10,12,5
C048517,7,0,1
C048518,0,8,2
C048519,7,0,1
C048520,3,0,1
C048521,2,15,6
C048522,4,0,1
C048523,2,16,3
C048524,20,0,4
C048525,9,21,6
C048526,8,6,2
C048527,9,0,2
C048528,3,8,3
C048529,7,0,1
C048530,3,0,1
C048531,11,13,5
C048532,1,14,4
C048533,6,11,6
C048534,0,8,1
C048535,12,16,5
C048536,8,11,5
C048537,0,2,1
C048538,4,16,4
C048539,12,0,2
C048540,8,21,5
C048541,21,0,3
C048542,4,6,3
C048543,18,3,5
C048544,19,6,6
C048545,3,3,2
C048546,10,11,4
C048547,2,15,3
C048548,8,4,3
C048549,4,4,2
C048550,3,21,6
C048551,0,6,2
C048552,14,12,5
C048553,1,1,2
C048554,10,17,5
C048555,9,7,3
C048556,23,6,6
C048557,6,9,4
C048558,16,16,6
C048559,7,17,5
C048560,0,26,5
C048561,8,1,2
C048562,13,0,2
C048563,6,13,4
C048564,9,8,4
C048565,0,6,1
C048566,4,3,3
C048567,10,12,6
C048568,3,5,2
C048569,3,15,4
C048570,8,0,1
C048571,3,14,6
C048572,8,0,3
C048573,5,0,1
C048574,1,6,3
C048575,2,4,3
C048576,6,7,3
C048577,11,5,5
C048578,23,2,6
C048579,24,7,5
C048580,19,3,4
C048581,13,5,6
C048582,16,13,6
C048583,14,7,5
C048584,6,23,6
C048585,4,4,2
C048586,20,4,4
C048587,8,0,1
C048588,0,12,2
C048589,4,6,2
C048590,12,9,5
C048591,1,0,1
C048592,12,1,3
C048593,6,3,3
C048594,10,8,5
C048595,15,1,4
C048596,6,11,4
C048597,1,18,4
C048598,4,20,4
C048599,7,15,4
C048600,8,13,4
C048601,1,12,3
C048602,0,3,1
C048603,2,12,5
C048604,6,21,5
C048605,11,0,2
C048606,8,21,6
C048607,13,7,4
C048608,0,44,6
C048609,22,8,6
C048610,14,2,3
C048611,15,10,5
C048612,0,2,1
C048613,4,3,4
C048614,15,3,3
C048615,17,4,4
C048616,6,0,2
C048617,2,5,2
C048618,8,5,2
C048619,1,4,3
C048620,9,8,3
C048621,12,9,5
C048622,1,7,2
C048623,10,3,4
C048624,2,0,1
C048625,0,5,1
C048626,9,5,3
C048627,16,4,6
C048628,8,9,4
C048629,4,12,4
C048630,0,8,2
C048631,11,21,5
C048632,12,5,5
C048633,5,0,1
C048634,8,8,4
C048635,15,5,5
C048636,19,2,5
C048637,0,1,1
C048638,6,0,2
C048639,4,0,1
C048640,4,13,3
C048641,29,6,6
C048642,20,3,4
C048643,1,10,4
C048644,8,14,3
C048645,10,10,4
C048646,6,18,4
C048647,10,13,4
C048648,3,2,2
C048649,21,3,4
C048650,12,14,5
C048651,8,18,6
C048652,16,2,6
C048653,1,0,1
C048654,0,14,2
C048655,1,0,1
C048656,0,7,1
C048657,0,13,3
C048658,0,8,2
C048659,0,2,1
C048660,5,8,3
C048661,12,6,3
C048662,0,7,1
C048663,1,0,1
C048664,8,0,1
C048665,0,23,5
C048666,8,20,5
C048667,2,8,3
C048668,14,8,4
C048669,8,17,5
C048670,14,19,5
C048671,3,0,1
C048672,7,4,4
C048673,8,7,4
C048674,0,8,1
C048675,3,18,6
C048676,3,0,1
C048677,3,17,6
C048678,6,8,2
C048679,0,12,2
C048680,0,8,1
C048681,0,22,4
C048682,7,0,1
C048683,4,0,1
C048684,4,0,2
C048685,11,8,5
C048686,9,3,5
C048687,3,0,1
C048688,5,28,6
C048689,0,6,3
C048690,9,8,4
C048691,4,3,2
C048692,11,0,2
C048693,0,5,1
C048694,16,10,6
C048695,8,0,1
C048696,1,0,1
C048697,15,12,5
C048698,0,2,1
C048699,0,15,3
C048700,6,0,1
C048701,5,0,1
C048702,1,15,3
C048703,17,0,5
C048704,7,9,4
C048705,7,0,2
C048706,10,1,3
C048707,3,0,1
C048708,0,1,1
C048709,0,8,1
C048710,12,10,5
C048711,2,16,4
C048712,4,0,2
C048713,4,19,6
C048714,3,7,3
C048715,5,12,5
C048716,5,7,2
C048717,8,21,5
C048718,0,5,2
C048719,4,18,6
C048720,18,12,6
C048721,3,27,5
C048722,17,12,5
C048723,5,9,5
C048724,13,5,3
C048725,11,10,5
C048726,8,18,5
C048727,0,4,2
C048728,4,4,2
C048729,8,0,1
C048730,0,8,1
C048731,4,0,1
C048732,0,19,4
C048733,10,0,3
C048734,8,26,6
C048735,9,8,3
C048736,1,7,3
C048737,13,3,5
C048738,8,9,4
C048739,5,1,4
C048740,3,16,4
C048741,0,5,1
C048742,6,6,4
C048743,0,10,2
C048744,5,0,1
C048745,16,3,5
C048746,19,0,4
C048747,5,4,2
C048748,4,16,4
C048749,0,10,2
C048750,13,0,2
C048751,0,19,4
C048752,4,0,1
C048753,0,3,1
C048754,7,9,3
C048755,8,15,5
C048756,8,8,2
C048757,14,7,5
C048758,8,0,2
C048759,9,3,4
C048760,0,1,1
C048761,23,1,5
C048762,7,5,4
C048763,3,17,5
C048764,0,11,3
C048765,6,0,1
C048766,2,0,1
C048767,8,12,4
C048768,12,11,4
C048769,17,8,5
C048770,8,7,5
C048771,0,6,2
C048772,0,3,1
C048773,11,13,6
C048774,0,8,1
C048775,6,9,5
C048776,8,11,3
C048777,4,16,3
C048778,17,0,4
C048779,16,1,3
C048780,0,17,3
C048781,10,25,6
C048782,8,0,3
C048783,7,4,2
C048784,20,17,6
C048785,11,8,4
C048786,7,8,4
C048787,6,3,3
C048788,9,19,6
C048789,9,11,4
C048790,16,8,5
C048791,7,7,2
C048792,9,2,4
C048793,31,6,6
C048794,5,0,1
C048795,1,0,1
C048796,3,22,5
C048797,0,2,1
C048798,4,11,4
C048799,12,6,4
C048800,8,6,2
C048801,8,0,1
C048802,13,8,3
C048803,5,8,3
C048804,9,0,2
C048805,12,17,6
C048806,4,3,2
C048807,2,19,5
C048808,0,1,1
C048809,21,0,4
C048810,5,0,1
C048811,9,12,6
C048812,1,0,1
C048813,8,8,3
C048814,7,13,3
C048815,1,8,4
C048816,0,1,1
C048817,2,9,3
C048818,4,6,3
C048819,18,8,4
C048820,0,14,3
C048821,5,5,2
C048822,5,17,4
C048823,24,8,6
C048824,13,8,3
C048825,7,0,1
C048826,20,0,4
C048827,8,5,2
C048828,0,16,2
C048829,5,17,5
C048830,8,0,1
C048831,9,6,4
C048832,8,0,1
C048833,8,9,6
C048834,25,14,6
C048835,18,8,5
C048836,19,8,6
C048837,16,12,6
C048838,6,7,4
C048839,3,15,4
C048840,18,8,4
C048841,6,4,2
C048842,14,12,6
C048843,7,3,2
C048844,16,20,6
C048845,23,0,4
C048846,9,17,6
C048847,5,4,4
C048848,0,1,1
C048849,12,6,3
C048850,0,7,1
C048851,3,13,3
C048852,16,2,4
C048853,4,10,3
C048854,7,12,4
C048855,6,2,4
C048856,8,5,3
C048857,0,10,2
C048858,16,4,6
C048859,24,14,6
C048860,9,15,5
C048861,5,7,3
C048862,15,12,6
C048863,20,8,5
C048864,7,0,1
C048865,1,0,1
C048866,15,0,3
C048867,0,18,4
C048868,1,6,2
C048869,12,0,2
C048870,0,13,5
C048871,8,0,1
C048872,0,5,1
C048873,0,11,3
C048874,13,9,5
C048875,6,17,4
C048876,7,4,3
C048877,1,21,6
C048878,0,7,1
C048879,0,5,1
C048880,11,1,3
C048881,15,5,5
C048882,2,0,1
C048883,7,2,2
C048884,16,10,6
C048885,0,6,1
C048886,17,1,5
C048887,5,2,2
C048888,4,2,2
C048889,2,6,2
C048890,18,6,5
C048891,4,3,2
C048892,0,11,2
C048893,23,4,6
C048894,8,0,2
C048895,9,21,5
C048896,1,1,2
C048897,0,5,1
C048898,12,0,2
C048899,5,0,1
C048900,6,0,3
C048901,15,6,5
C048902,15,7,6
C048903,19,1,6
C048904,7,0,1
C048905,0,2,1
C048906,0,24,6
C048907,7,0,1
C048908,20,1,5
C048909,1,5,2
C048910,15,13,6
C048911,7,0,1
C048912,5,6,3
C048913,12,8,5
C048914,13,15,6
C048915,12,4,3
C048916,4,1,3
C048917,0,3,1
C048918,8,10,3
C048919,5,18,5
C048920,4,0,1
C048921,25,3,6
C048922,6,1,3
C048923,6,23,6
C048924,15,8,6
C048925,3,0,1
C048926,10,13,5
C048927,2,11,4
C048928,11,0,2
C048929,3,14,5
C048930,14,25,6
C048931,0,7,1
C048932,0,5,1
C048933,11,5,3
C048934,3,4,3
C048935,6,7,2
C048936,0,23,5
C048937,11,2,4
C048938,1,16,3
C048939,0,6,1
C048940,7,9,4
C048941,11,5,4
C048942,8,5,2
C048943,17,8,6
C048944,12,8,3
C048945,7,4,2
C048946,8,0,1
C048947,5,14,5
C048948,12,17,6
C048949,5,2,2
C048950,18,5,6
C048951,10,0,3
C048952,18,18,6
C048953,2,0,1
C048954,8,0,2
C048955,10,3,3
C048956,10,4,3
C048957,7,10,3
C048958,13,16,6
C048959,10,13,5
C048960,0,2,1
C048961,20,15,6
C048962,10,0,3
C048963,9,7,4
C048964,17,19,6
C048965,0,23,5
C048966,8,7,6
C048967,6,0,1
C048968,6,7,3
C048969,9,0,3
C048970,10,0,3
C048971,7,9,4
C048972,4,19,4
C048973,10,0,2
C048974,3,0,1
C048975,4,14,4
C048976,4,12,4
C048977,8,7,3
C048978,0,18,3
C048979,3,8,2
C048980,5,4,3
C048981,6,6,4
C048982,6,0,1
C048983,10,13,6
C048984,14,9,5
C048985,15,5,3
C048986,15,12,6
C048987,7,30,6
C048988,9,20,6
C048989,4,6,3
C048990,0,5,2
C048991,6,0,3
C048992,6,6,4
C048993,5,9,3
C048994,12,9,5
C048995,11,12,6
C048996,7,20,6
C048997,0,7,1
C048998,5,11,3
C048999,14,8,3
C049000,6,0,1
C049001,6,0,1
C049002,10,11,5
C049003,5,0,3
C049004,9,21,6
C049005,9,7,5
C049006,6,21,5
C049007,12,20,6
C049008,0,9,3
C049009,0,1,1
C049010,7,8,3
C049011,17,14,5
C049012,0,14,3
C049013,7,21,6
C049014,11,13,6
C049015,0,14,3
C049016,11,12,4
C049017,0,1,1
C049018,0,4,1
C049019,1,0,1
C049020,19,2,4
C049021,1,4,3
C049022,17,8,6
C049023,10,9,4
C049024,22,0,4
C049025,6,20,6
C049026,13,10,4
C049027,2,6,4
C049028,7,2,2
C049029,14,6,5
C049030,7,19,5
C049031,0,28,5
C049032,27,0,6
C049033,12,8,4
C049034,0,11,3
C049035,0,25,6
C049036,0,1,1
C049037,25,6,6
C049038,6,4,2
C049039,1,0,1
C049040,1,14,3
C049041,10,15,5
C049042,0,2,1
C049043,5,8,4
C049044,2,0,1
C049045,13,6,4
C049046,0,3,1
C049047,21,16,6
C049048,0,5,2
C049049,21,5,6
C049050,18,7,5
C049051,24,9,6
C049052,19,11,5
C049053,3,5,3
C049054,21,0,4
C049055,15,6,5
C049056,6,0,1
C049057,0,4,1
C049058,8,0,1
C049059,26,5,5
C049060,8,2,2
C049061,14,13,6
C049062,0,5,1
C049063,6,11,3
C049064,12,0,3
C049065,0,7,2
C049066,6,7,2
C049067,5,4,2
C049068,2,0,1
C049069,0,4,1
C049070,8,16,6
C049071,11,11,6
C049072,9,23,6
C049073,15,0,3
C049074,13,4,3
C049075,22,7,6
C049076,0,8,2
C049077,12,16,5
C049078,18,9,5
C049079,16,9,6
C049080,0,15,4
C049081,2,5,2
C049082,6,0,1
C049083,0,5,1
C049084,5,5,2
C049085,1,16,5
C049086,4,8,2
C049087,4,16,4
C049088,14,10,6
C049089,0,4,1
C049090,11,10,4
C049091,10,0,2
C049092,3,14,5
C049093,10,6,5
C049094,2,0,1
C049095,6,0,1
C049096,11,7,6
C049097,9,8,4
C049098,3,13,3
C049099,2,0,1
C049100,15,0,3
C049101,9,8,5
C049102,13,0,4
C049103,13,12,5
C049104,5,0,2
C049105,8,11,4
C049106,15,7,4
C049107,7,12,6
C049108,3,3,2
C049109,5,4,2
C049110,0,4,1
C049111,10,5,3
C049112,10,0,3
C049113,0,5,2
C049114,0,5,1
C049115,21,13,6
C049116,18,6,5
C049117,15,0,4
C049118,6,5,2
C049119,0,8,1
C049120,5,19,5
C049121,8,4,3
C049122,0,6,1
C049123,18,11,6
C049124,6,1,2
C049125,1,8,3
C049126,0,13,2
C049127,7,0,1
C049128,8,10,3
C049129,7,10,4
C049130,23,0,4
C049131,8,9,4
C049132,12,5,4
C049133,7,3,3
C049134,5,20,5
C049135,5,14,4
C049136,15,8,5
C049137,27,0,6
C049138,8,0,1
C049139,2,0,1
C049140,24,1,6
C049141,0,11,2
C049142,0,20,3
C049143,7,22,5
C049144,11,5,3
C049145,3,6,2
C049146,12,22,6
C049147,15,7,5
C049148,2,10,4
C049149,18,19,6
C049150,10,11,4
C049151,8,0,1
C049152,12,4,5
C049153,14,8,5
C049154,1,11,3
C049155,12,9,4
C049156,6,5,2
C049157,0,2,1
C049158,19,0,3
C049159,13,4,3
C049160,3,0,1
C049161,11,0,2
C049162,6,5,2
C049163,5,2,2
C049164,14,6,5
C049165,14,10,6
C049166,5,1,3
C049167,4,20,5
C049168,9,0,2
C049169,6,7,4
C049170,6,10,4
C049171,3,8,2
C049172,21,14,5
C049173,9,18,5
C049174,1,8,2
C049175,7,16,6
C049176,13,11,4
C049177,8,0,2
C049178,3,16,4
C049179,12,5,4
C049180,0,10,3
C049181,7,0,2
C049182,0,3,2
C049183,6,15,5
C049184,21,1,4
C049185,2,14,4
C049186,3,20,5
C049187,0,23,3
C049188,8,8,3
C049189,20,3,6
C049190,4,0,2
C049191,19,5,5
C049192,2,3,2
C049193,0,24,4
C049194,11,0,2
C049195,2,25,5
C049196,0,24,4
C049197,8,20,6
C049198,0,4,2
C049199,3,17,5
C049200,7,8,3
C049201,0,10,3
C049202,14,5,6
C049203,11,10,6
C049204,0,8,3
C049205,4,0,1
C049206,15,0,2
C049207,6,15,3
C049208,8,4,2
C049209,10,14,5
C049210,0,23,4
C049211,16,2,4
C049212,6,11,5
C049213,24,7,6
C049214,11,13,5
C049215,2,7,3
C049216,3,20,5
C049217,21,8,5
C049218,14,0,2
C049219,1,16,4
C049220,6,6,2
C049221,0,4,1
C049222,31,5,6
C049223,22,5,6
C049224,5,1,2
C049225,15,11,5
C049226,0,8,2
C049227,3,5,3
C049228,0,10,2
C049229,7,2,2
C049230,10,8,4
C049231,6,0,2
C049232,0,1,1
C049233,7,6,4
C049234,0,8,1
C049235,2,9,3
C049236,27,0,6
C049237,8,10,4
C049238,9,6,5
C049239,5,2,2
C049240,2,3,2
C049241,2,0,1
C049242,25,7,5
C049243,13,1,5
C049244,9,11,4
C049245,0,7,2
C049246,4,7,4
C049247,0,2,1
C049248,0,6,1
C049249,21,5,4
C049250,3,11,4
C049251,12,0,3
C049252,4,4,2
C049253,5,12,3
C049254,0,4,1
C049255,12,0,3
C049256,0,6,1
C049257,8,7,5
C049258,9,9,5
C049259,14,5,5
C049260,14,12,5
C049261,5,12,4
C049262,10,13,6
C049263,1,14,3
C049264,0,14,3
C049265,7,12,4
C049266,17,7,4
C049267,12,13,5
C049268,1,0,1
C049269,13,0,3
C049270,1,6,2
C049271,6,0,1
C049272,16,1,4
C049273,0,4,2
C049274,8,0,2
C049275,6,0,1
C049276,11,5,4
C049277,20,0,5
C049278,10,9,4
C049279,0,9,2
C049280,12,16,5
C049281,0,7,1
C049282,2,22,6
C049283,1,5,2
C049284,6,20,4
C049285,1,0,1
C049286,19,3,4
C049287,14,6,4
C049288,2,0,1
C049289,4,2,2
C049290,1,0,1
C049291,10,11,4
C049292,9,20,6
C049293,8,2,2
C049294,6,16,5
C049295,5,0,1
C049296,22,5,4
C049297,2,2,2
C049298,2,0,1
C049299,23,8,6
C049300,13,5,5
C049301,21,0,4
C049302,1,5,2
C049303,6,8,3
C049304,0,5,1
C049305,7,12,4
C049306,8,4,2
C049307,7,8,3
C049308,7,13,5
C049309,6,1,3
C049310,8,0,1
C049311,7,11,4
C049312,5,19,5
C049313,0,14,2
C049314,4,12,3
C049315,4,16,5
C049316,4,12,4
C049317,0,10,2
C049318,20,14,6
C049319,6,0,1
C049320,25,7,6
C049321,8,7,2
C049322,3,10,4
C049323,0,23,4
C049324,18,4,4
C049325,2,0,1
C049326,10,0,2
C049327,14,8,6
C049328,20,8,5
C049329,13,7,4
C049330,3,13,6
C049331,5,0,1
C049332,8,0,1
C049333,9,0,2
C049334,12,10,5
C049335,9,14,5
C049336,9,23,6
C049337,10,0,4
C049338,10,13,6
C049339,1,0,1
C049340,13,4,3
C049341,5,14,3
C049342,5,2,2
C049343,7,0,1
C049344,6,12,6
C049345,8,10,3
C049346,19,10,6
C049347,0,8,1
C049348,0,6,1
C049349,1,23,5
C049350,11,5,6
C049351,9,9,4
C049352,5,13,6
C049353,7,8,4
C049354,5,2,3
C049355,0,1,1
C049356,0,17,3
C049357,0,6,1
C049358,4,5,2
C049359,13,15,5
C049360,0,10,2
C049361,7,16,6
C049362,5,11,3
C049363,3,10,4
C049364,5,7,3
C049365,1,6,2
C049366,28,2,6
C049367,16,8,4
C049368,18,1,4
C049369,0,2,1
C049370,15,10,6
C049371,2,4,3
C049372,10,6,5
C049373,12,7,3
C049374,0,13,2
C049375,7,1,2
C049376,9,4,4
C049377,19,3,4
C049378,8,0,1
C049379,14,10,5
C049380,4,4,2
C049381,4,13,3
C049382,15,16,6
C049383,7,0,1
C049384,11,0,2
C049385,4,0,1
C049386,7,15,4
C049387,6,1,3
C049388,20,1,4
C049389,16,7,5
C049390,4,0,1
C049391,22,14,6
C049392,5,5,2
C049393,5,25,6
C049394,0,5,1
C049395,8,13,5
C049396,13,12,6
C049397,9,6,5
C049398,0,6,2
C049399,17,8,6
C049400,6,4,3
C049401,21,2,6
C049402,6,0,1
C049403,0,9,2
C049404,6,14,4
C049405,12,0,2
C049406,5,1,2
C049407,5,0,1
C049408,0,6,3
C049409,11,14,6
C049410,8,16,6
C049411,8,22,5
C049412,10,8,4
C049413,1,17,5
C049414,6,2,2
C049415,6,7,2
C049416,0,12,3
C049417,13,5,3
C049418,0,14,3
C049419,8,17,6
C049420,17,1,6
C049421,17,2,5
C049422,21,0,6
C049423,0,4,1
C049424,21,11,6
C049425,2,11,3
C049426,5,26,6
C049427,8,1,3
C049428,24,3,6
C049429,12,0,2
C049430,1,5,3
C049431,5,0,1
C049432,34,0,6
C049433,10,15,5
C049434,6,0,1
C049435,11,4,3
C049436,13,6,5
C049437,29,3,6
C049438,13,8,5
C049439,0,8,1
C049440,0,3,1
C049441,1,0,1
C049442,14,9,6
C049443,8,11,3
C049444,21,0,4
C049445,4,10,5
C049446,13,12,5
C049447,6,8,3
C049448,5,5,3
C049449,16,0,3
C049450,6,18,5
C049451,0,3,1
